stop_id,stop_name,trip_id,arrival_time,departure_time,stop_sequence,route_id,shape_dist_traveled
131,Kalkaji Mandir,15377,09:07:05,09:07:25,8,upward,11547.502
182,Nehru Enclave,15377,09:09:01,09:09:21,9,upward,12378.613
183,Greater Kailash,15377,09:11:40,09:12:00,10,upward,13737.647
184,Chirag Delhi,15377,09:13:45,09:14:05,11,upward,14563.604
185,Panchsheel Park,15377,09:15:49,09:16:09,12,upward,15478.074
59,Hauz Khas,15377,09:18:38,09:18:58,13,upward,16891.973
81,Botanical Garden,15378,08:48:00,08:48:20,0,upward,0.0
161,Okhla Bird Sanctuary,15378,08:51:52,08:52:12,1,upward,2003.493
162,Kalindi Kunj,15378,08:54:47,08:55:07,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15378,08:58:19,08:58:39,3,upward,5593.097
164,Okhla Vihar,15378,09:01:40,09:02:00,4,upward,7428.589
165,Jamia Millia Islamia,15378,09:04:27,09:04:47,5,upward,8372.665
166,Sukhdev Vihar,15378,09:07:20,09:07:40,6,upward,9604.107
167,Okhla NSIC,15378,09:09:58,09:10:18,7,upward,10754.323
131,Kalkaji Mandir,15378,09:12:15,09:12:35,8,upward,11547.502
182,Nehru Enclave,15378,09:14:11,09:14:31,9,upward,12378.613
183,Greater Kailash,15378,09:16:50,09:17:10,10,upward,13737.647
184,Chirag Delhi,15378,09:18:55,09:19:15,11,upward,14563.604
185,Panchsheel Park,15378,09:20:59,09:21:19,12,upward,15478.074
59,Hauz Khas,15378,09:23:48,09:24:08,13,upward,16891.973
81,Botanical Garden,15379,08:53:10,08:53:30,0,upward,0.0
161,Okhla Bird Sanctuary,15379,08:57:02,08:57:22,1,upward,2003.493
162,Kalindi Kunj,15379,08:59:57,09:00:17,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15379,09:03:29,09:03:49,3,upward,5593.097
164,Okhla Vihar,15379,09:06:50,09:07:10,4,upward,7428.589
165,Jamia Millia Islamia,15379,09:09:37,09:09:57,5,upward,8372.665
166,Sukhdev Vihar,15379,09:12:30,09:12:50,6,upward,9604.107
167,Okhla NSIC,15379,09:15:08,09:15:28,7,upward,10754.323
131,Kalkaji Mandir,15379,09:17:25,09:17:45,8,upward,11547.502
182,Nehru Enclave,15379,09:19:21,09:19:41,9,upward,12378.613
183,Greater Kailash,15379,09:22:00,09:22:20,10,upward,13737.647
184,Chirag Delhi,15379,09:24:05,09:24:25,11,upward,14563.604
185,Panchsheel Park,15379,09:26:09,09:26:29,12,upward,15478.074
59,Hauz Khas,15379,09:28:58,09:29:18,13,upward,16891.973
81,Botanical Garden,15380,08:58:20,08:58:40,0,upward,0.0
161,Okhla Bird Sanctuary,15380,09:02:12,09:02:32,1,upward,2003.493
162,Kalindi Kunj,15380,09:05:07,09:05:27,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15380,09:08:39,09:08:59,3,upward,5593.097
164,Okhla Vihar,15380,09:12:00,09:12:20,4,upward,7428.589
165,Jamia Millia Islamia,15380,09:14:47,09:15:07,5,upward,8372.665
166,Sukhdev Vihar,15380,09:17:40,09:18:00,6,upward,9604.107
167,Okhla NSIC,15380,09:20:18,09:20:38,7,upward,10754.323
131,Kalkaji Mandir,15380,09:22:35,09:22:55,8,upward,11547.502
182,Nehru Enclave,15380,09:24:31,09:24:51,9,upward,12378.613
183,Greater Kailash,15380,09:27:10,09:27:30,10,upward,13737.647
184,Chirag Delhi,15380,09:29:15,09:29:35,11,upward,14563.604
185,Panchsheel Park,15380,09:31:19,09:31:39,12,upward,15478.074
59,Hauz Khas,15380,09:34:08,09:34:28,13,upward,16891.973
81,Botanical Garden,15381,09:03:30,09:03:50,0,upward,0.0
161,Okhla Bird Sanctuary,15381,09:07:22,09:07:42,1,upward,2003.493
162,Kalindi Kunj,15381,09:10:17,09:10:37,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15381,09:13:49,09:14:09,3,upward,5593.097
164,Okhla Vihar,15381,09:17:10,09:17:30,4,upward,7428.589
165,Jamia Millia Islamia,15381,09:19:57,09:20:17,5,upward,8372.665
166,Sukhdev Vihar,15381,09:22:50,09:23:10,6,upward,9604.107
167,Okhla NSIC,15381,09:25:28,09:25:48,7,upward,10754.323
131,Kalkaji Mandir,15381,09:27:45,09:28:05,8,upward,11547.502
182,Nehru Enclave,15381,09:29:41,09:30:01,9,upward,12378.613
183,Greater Kailash,15381,09:32:20,09:32:40,10,upward,13737.647
184,Chirag Delhi,15381,09:34:25,09:34:45,11,upward,14563.604
185,Panchsheel Park,15381,09:36:29,09:36:49,12,upward,15478.074
59,Hauz Khas,15381,09:39:18,09:39:38,13,upward,16891.973
81,Botanical Garden,15382,09:08:40,09:09:00,0,upward,0.0
161,Okhla Bird Sanctuary,15382,09:12:32,09:12:52,1,upward,2003.493
162,Kalindi Kunj,15382,09:15:27,09:15:47,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15382,09:18:59,09:19:19,3,upward,5593.097
164,Okhla Vihar,15382,09:22:20,09:22:40,4,upward,7428.589
165,Jamia Millia Islamia,15382,09:25:07,09:25:27,5,upward,8372.665
166,Sukhdev Vihar,15382,09:28:00,09:28:20,6,upward,9604.107
167,Okhla NSIC,15382,09:30:38,09:30:58,7,upward,10754.323
131,Kalkaji Mandir,15382,09:32:55,09:33:15,8,upward,11547.502
182,Nehru Enclave,15382,09:34:51,09:35:11,9,upward,12378.613
183,Greater Kailash,15382,09:37:30,09:37:50,10,upward,13737.647
184,Chirag Delhi,15382,09:39:35,09:39:55,11,upward,14563.604
185,Panchsheel Park,15382,09:41:39,09:41:59,12,upward,15478.074
59,Hauz Khas,15382,09:44:28,09:44:48,13,upward,16891.973
81,Botanical Garden,15383,09:13:50,09:14:10,0,upward,0.0
161,Okhla Bird Sanctuary,15383,09:17:42,09:18:02,1,upward,2003.493
162,Kalindi Kunj,15383,09:20:37,09:20:57,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15383,09:24:09,09:24:29,3,upward,5593.097
164,Okhla Vihar,15383,09:27:30,09:27:50,4,upward,7428.589
165,Jamia Millia Islamia,15383,09:30:17,09:30:37,5,upward,8372.665
166,Sukhdev Vihar,15383,09:33:10,09:33:30,6,upward,9604.107
167,Okhla NSIC,15383,09:35:48,09:36:08,7,upward,10754.323
131,Kalkaji Mandir,15383,09:38:05,09:38:25,8,upward,11547.502
182,Nehru Enclave,15383,09:40:01,09:40:21,9,upward,12378.613
183,Greater Kailash,15383,09:42:40,09:43:00,10,upward,13737.647
184,Chirag Delhi,15383,09:44:45,09:45:05,11,upward,14563.604
185,Panchsheel Park,15383,09:46:49,09:47:09,12,upward,15478.074
59,Hauz Khas,15383,09:49:38,09:49:58,13,upward,16891.973
81,Botanical Garden,15384,09:19:00,09:19:20,0,upward,0.0
161,Okhla Bird Sanctuary,15384,09:22:52,09:23:12,1,upward,2003.493
162,Kalindi Kunj,15384,09:25:47,09:26:07,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15384,09:29:19,09:29:39,3,upward,5593.097
164,Okhla Vihar,15384,09:32:40,09:33:00,4,upward,7428.589
165,Jamia Millia Islamia,15384,09:35:27,09:35:47,5,upward,8372.665
166,Sukhdev Vihar,15384,09:38:20,09:38:40,6,upward,9604.107
167,Okhla NSIC,15384,09:40:58,09:41:18,7,upward,10754.323
131,Kalkaji Mandir,15384,09:43:15,09:43:35,8,upward,11547.502
182,Nehru Enclave,15384,09:45:11,09:45:31,9,upward,12378.613
183,Greater Kailash,15384,09:47:50,09:48:10,10,upward,13737.647
184,Chirag Delhi,15384,09:49:55,09:50:15,11,upward,14563.604
185,Panchsheel Park,15384,09:51:59,09:52:19,12,upward,15478.074
59,Hauz Khas,15384,09:54:48,09:55:08,13,upward,16891.973
81,Botanical Garden,15385,09:24:10,09:24:30,0,upward,0.0
161,Okhla Bird Sanctuary,15385,09:28:02,09:28:22,1,upward,2003.493
162,Kalindi Kunj,15385,09:30:57,09:31:17,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15385,09:34:29,09:34:49,3,upward,5593.097
164,Okhla Vihar,15385,09:37:50,09:38:10,4,upward,7428.589
165,Jamia Millia Islamia,15385,09:40:37,09:40:57,5,upward,8372.665
166,Sukhdev Vihar,15385,09:43:30,09:43:50,6,upward,9604.107
167,Okhla NSIC,15385,09:46:08,09:46:28,7,upward,10754.323
131,Kalkaji Mandir,15385,09:48:25,09:48:45,8,upward,11547.502
182,Nehru Enclave,15385,09:50:21,09:50:41,9,upward,12378.613
183,Greater Kailash,15385,09:53:00,09:53:20,10,upward,13737.647
184,Chirag Delhi,15385,09:55:05,09:55:25,11,upward,14563.604
185,Panchsheel Park,15385,09:57:09,09:57:29,12,upward,15478.074
59,Hauz Khas,15385,09:59:58,10:00:18,13,upward,16891.973
81,Botanical Garden,15386,09:29:20,09:29:40,0,upward,0.0
161,Okhla Bird Sanctuary,15386,09:33:12,09:33:32,1,upward,2003.493
162,Kalindi Kunj,15386,09:36:07,09:36:27,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15386,09:39:39,09:39:59,3,upward,5593.097
164,Okhla Vihar,15386,09:43:00,09:43:20,4,upward,7428.589
165,Jamia Millia Islamia,15386,09:45:47,09:46:07,5,upward,8372.665
166,Sukhdev Vihar,15386,09:48:40,09:49:00,6,upward,9604.107
167,Okhla NSIC,15386,09:51:18,09:51:38,7,upward,10754.323
131,Kalkaji Mandir,15386,09:53:35,09:53:55,8,upward,11547.502
182,Nehru Enclave,15386,09:55:31,09:55:51,9,upward,12378.613
183,Greater Kailash,15386,09:58:10,09:58:30,10,upward,13737.647
184,Chirag Delhi,15386,10:00:15,10:00:35,11,upward,14563.604
185,Panchsheel Park,15386,10:02:19,10:02:39,12,upward,15478.074
59,Hauz Khas,15386,10:05:08,10:05:28,13,upward,16891.973
81,Botanical Garden,15387,09:34:30,09:34:50,0,upward,0.0
161,Okhla Bird Sanctuary,15387,09:38:22,09:38:42,1,upward,2003.493
162,Kalindi Kunj,15387,09:41:17,09:41:37,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15387,09:44:49,09:45:09,3,upward,5593.097
164,Okhla Vihar,15387,09:48:10,09:48:30,4,upward,7428.589
165,Jamia Millia Islamia,15387,09:50:57,09:51:17,5,upward,8372.665
166,Sukhdev Vihar,15387,09:53:50,09:54:10,6,upward,9604.107
167,Okhla NSIC,15387,09:56:28,09:56:48,7,upward,10754.323
131,Kalkaji Mandir,15387,09:58:45,09:59:05,8,upward,11547.502
182,Nehru Enclave,15387,10:00:41,10:01:01,9,upward,12378.613
183,Greater Kailash,15387,10:03:20,10:03:40,10,upward,13737.647
184,Chirag Delhi,15387,10:05:25,10:05:45,11,upward,14563.604
185,Panchsheel Park,15387,10:07:29,10:07:49,12,upward,15478.074
59,Hauz Khas,15387,10:10:18,10:10:38,13,upward,16891.973
81,Botanical Garden,15388,09:39:40,09:40:00,0,upward,0.0
161,Okhla Bird Sanctuary,15388,09:43:32,09:43:52,1,upward,2003.493
162,Kalindi Kunj,15388,09:46:27,09:46:47,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15388,09:49:59,09:50:19,3,upward,5593.097
164,Okhla Vihar,15388,09:53:20,09:53:40,4,upward,7428.589
165,Jamia Millia Islamia,15388,09:56:07,09:56:27,5,upward,8372.665
166,Sukhdev Vihar,15388,09:59:00,09:59:20,6,upward,9604.107
167,Okhla NSIC,15388,10:01:38,10:01:58,7,upward,10754.323
131,Kalkaji Mandir,15388,10:03:55,10:04:15,8,upward,11547.502
182,Nehru Enclave,15388,10:05:51,10:06:11,9,upward,12378.613
183,Greater Kailash,15388,10:08:30,10:08:50,10,upward,13737.647
184,Chirag Delhi,15388,10:10:35,10:10:55,11,upward,14563.604
185,Panchsheel Park,15388,10:12:39,10:12:59,12,upward,15478.074
59,Hauz Khas,15388,10:15:28,10:15:48,13,upward,16891.973
81,Botanical Garden,15389,09:44:50,09:45:10,0,upward,0.0
161,Okhla Bird Sanctuary,15389,09:48:42,09:49:02,1,upward,2003.493
162,Kalindi Kunj,15389,09:51:37,09:51:57,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15389,09:55:09,09:55:29,3,upward,5593.097
164,Okhla Vihar,15389,09:58:30,09:58:50,4,upward,7428.589
165,Jamia Millia Islamia,15389,10:01:17,10:01:37,5,upward,8372.665
166,Sukhdev Vihar,15389,10:04:10,10:04:30,6,upward,9604.107
167,Okhla NSIC,15389,10:06:48,10:07:08,7,upward,10754.323
131,Kalkaji Mandir,15389,10:09:05,10:09:25,8,upward,11547.502
182,Nehru Enclave,15389,10:11:01,10:11:21,9,upward,12378.613
183,Greater Kailash,15389,10:13:40,10:14:00,10,upward,13737.647
184,Chirag Delhi,15389,10:15:45,10:16:05,11,upward,14563.604
185,Panchsheel Park,15389,10:17:49,10:18:09,12,upward,15478.074
59,Hauz Khas,15389,10:20:38,10:20:58,13,upward,16891.973
81,Botanical Garden,15390,09:50:00,09:50:20,0,upward,0.0
161,Okhla Bird Sanctuary,15390,09:53:52,09:54:12,1,upward,2003.493
162,Kalindi Kunj,15390,09:56:47,09:57:07,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15390,10:00:19,10:00:39,3,upward,5593.097
164,Okhla Vihar,15390,10:03:40,10:04:00,4,upward,7428.589
165,Jamia Millia Islamia,15390,10:06:27,10:06:47,5,upward,8372.665
166,Sukhdev Vihar,15390,10:09:20,10:09:40,6,upward,9604.107
167,Okhla NSIC,15390,10:11:58,10:12:18,7,upward,10754.323
131,Kalkaji Mandir,15390,10:14:15,10:14:35,8,upward,11547.502
182,Nehru Enclave,15390,10:16:11,10:16:31,9,upward,12378.613
183,Greater Kailash,15390,10:18:50,10:19:10,10,upward,13737.647
184,Chirag Delhi,15390,10:20:55,10:21:15,11,upward,14563.604
185,Panchsheel Park,15390,10:22:59,10:23:19,12,upward,15478.074
59,Hauz Khas,15390,10:25:48,10:26:08,13,upward,16891.973
81,Botanical Garden,15391,09:55:10,09:55:30,0,upward,0.0
161,Okhla Bird Sanctuary,15391,09:59:02,09:59:22,1,upward,2003.493
162,Kalindi Kunj,15391,10:01:57,10:02:17,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15391,10:05:29,10:05:49,3,upward,5593.097
164,Okhla Vihar,15391,10:08:50,10:09:10,4,upward,7428.589
165,Jamia Millia Islamia,15391,10:11:37,10:11:57,5,upward,8372.665
166,Sukhdev Vihar,15391,10:14:30,10:14:50,6,upward,9604.107
167,Okhla NSIC,15391,10:17:08,10:17:28,7,upward,10754.323
131,Kalkaji Mandir,15391,10:19:25,10:19:45,8,upward,11547.502
182,Nehru Enclave,15391,10:21:21,10:21:41,9,upward,12378.613
183,Greater Kailash,15391,10:24:00,10:24:20,10,upward,13737.647
184,Chirag Delhi,15391,10:26:05,10:26:25,11,upward,14563.604
185,Panchsheel Park,15391,10:28:09,10:28:29,12,upward,15478.074
59,Hauz Khas,15391,10:30:58,10:31:18,13,upward,16891.973
81,Botanical Garden,15392,10:00:20,10:00:40,0,upward,0.0
161,Okhla Bird Sanctuary,15392,10:04:12,10:04:32,1,upward,2003.493
162,Kalindi Kunj,15392,10:07:07,10:07:27,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15392,10:10:39,10:10:59,3,upward,5593.097
164,Okhla Vihar,15392,10:14:00,10:14:20,4,upward,7428.589
165,Jamia Millia Islamia,15392,10:16:47,10:17:07,5,upward,8372.665
166,Sukhdev Vihar,15392,10:19:40,10:20:00,6,upward,9604.107
167,Okhla NSIC,15392,10:22:18,10:22:38,7,upward,10754.323
131,Kalkaji Mandir,15392,10:24:35,10:24:55,8,upward,11547.502
182,Nehru Enclave,15392,10:26:31,10:26:51,9,upward,12378.613
183,Greater Kailash,15392,10:29:10,10:29:30,10,upward,13737.647
184,Chirag Delhi,15392,10:31:15,10:31:35,11,upward,14563.604
185,Panchsheel Park,15392,10:33:19,10:33:39,12,upward,15478.074
59,Hauz Khas,15392,10:36:08,10:36:28,13,upward,16891.973
81,Botanical Garden,15393,10:05:30,10:05:50,0,upward,0.0
161,Okhla Bird Sanctuary,15393,10:09:22,10:09:42,1,upward,2003.493
162,Kalindi Kunj,15393,10:12:17,10:12:37,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15393,10:15:49,10:16:09,3,upward,5593.097
164,Okhla Vihar,15393,10:19:10,10:19:30,4,upward,7428.589
165,Jamia Millia Islamia,15393,10:21:57,10:22:17,5,upward,8372.665
166,Sukhdev Vihar,15393,10:24:50,10:25:10,6,upward,9604.107
167,Okhla NSIC,15393,10:27:28,10:27:48,7,upward,10754.323
131,Kalkaji Mandir,15393,10:29:45,10:30:05,8,upward,11547.502
182,Nehru Enclave,15393,10:31:41,10:32:01,9,upward,12378.613
183,Greater Kailash,15393,10:34:20,10:34:40,10,upward,13737.647
184,Chirag Delhi,15393,10:36:25,10:36:45,11,upward,14563.604
185,Panchsheel Park,15393,10:38:29,10:38:49,12,upward,15478.074
59,Hauz Khas,15393,10:41:18,10:41:38,13,upward,16891.973
81,Botanical Garden,15394,10:10:40,10:11:00,0,upward,0.0
161,Okhla Bird Sanctuary,15394,10:14:32,10:14:52,1,upward,2003.493
162,Kalindi Kunj,15394,10:17:27,10:17:47,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15394,10:20:59,10:21:19,3,upward,5593.097
164,Okhla Vihar,15394,10:24:20,10:24:40,4,upward,7428.589
165,Jamia Millia Islamia,15394,10:27:07,10:27:27,5,upward,8372.665
166,Sukhdev Vihar,15394,10:30:00,10:30:20,6,upward,9604.107
167,Okhla NSIC,15394,10:32:38,10:32:58,7,upward,10754.323
131,Kalkaji Mandir,15394,10:34:55,10:35:15,8,upward,11547.502
182,Nehru Enclave,15394,10:36:51,10:37:11,9,upward,12378.613
183,Greater Kailash,15394,10:39:30,10:39:50,10,upward,13737.647
184,Chirag Delhi,15394,10:41:35,10:41:55,11,upward,14563.604
185,Panchsheel Park,15394,10:43:39,10:43:59,12,upward,15478.074
59,Hauz Khas,15394,10:46:28,10:46:48,13,upward,16891.973
81,Botanical Garden,15395,10:15:50,10:16:10,0,upward,0.0
161,Okhla Bird Sanctuary,15395,10:19:42,10:20:02,1,upward,2003.493
162,Kalindi Kunj,15395,10:22:37,10:22:57,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15395,10:26:09,10:26:29,3,upward,5593.097
164,Okhla Vihar,15395,10:29:30,10:29:50,4,upward,7428.589
165,Jamia Millia Islamia,15395,10:32:17,10:32:37,5,upward,8372.665
166,Sukhdev Vihar,15395,10:35:10,10:35:30,6,upward,9604.107
167,Okhla NSIC,15395,10:37:48,10:38:08,7,upward,10754.323
131,Kalkaji Mandir,15395,10:40:05,10:40:25,8,upward,11547.502
182,Nehru Enclave,15395,10:42:01,10:42:21,9,upward,12378.613
183,Greater Kailash,15395,10:44:40,10:45:00,10,upward,13737.647
184,Chirag Delhi,15395,10:46:45,10:47:05,11,upward,14563.604
185,Panchsheel Park,15395,10:48:49,10:49:09,12,upward,15478.074
59,Hauz Khas,15395,10:51:38,10:51:58,13,upward,16891.973
81,Botanical Garden,15396,10:21:00,10:21:20,0,upward,0.0
161,Okhla Bird Sanctuary,15396,10:24:52,10:25:12,1,upward,2003.493
162,Kalindi Kunj,15396,10:27:47,10:28:07,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15396,10:31:19,10:31:39,3,upward,5593.097
164,Okhla Vihar,15396,10:34:40,10:35:00,4,upward,7428.589
165,Jamia Millia Islamia,15396,10:37:27,10:37:47,5,upward,8372.665
166,Sukhdev Vihar,15396,10:40:20,10:40:40,6,upward,9604.107
167,Okhla NSIC,15396,10:42:58,10:43:18,7,upward,10754.323
131,Kalkaji Mandir,15396,10:45:15,10:45:35,8,upward,11547.502
182,Nehru Enclave,15396,10:47:11,10:47:31,9,upward,12378.613
183,Greater Kailash,15396,10:49:50,10:50:10,10,upward,13737.647
184,Chirag Delhi,15396,10:51:55,10:52:15,11,upward,14563.604
185,Panchsheel Park,15396,10:53:59,10:54:19,12,upward,15478.074
59,Hauz Khas,15396,10:56:48,10:57:08,13,upward,16891.973
81,Botanical Garden,15397,10:26:10,10:26:30,0,upward,0.0
161,Okhla Bird Sanctuary,15397,10:30:02,10:30:22,1,upward,2003.493
162,Kalindi Kunj,15397,10:32:57,10:33:17,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15397,10:36:29,10:36:49,3,upward,5593.097
164,Okhla Vihar,15397,10:39:50,10:40:10,4,upward,7428.589
165,Jamia Millia Islamia,15397,10:42:37,10:42:57,5,upward,8372.665
166,Sukhdev Vihar,15397,10:45:30,10:45:50,6,upward,9604.107
167,Okhla NSIC,15397,10:48:08,10:48:28,7,upward,10754.323
131,Kalkaji Mandir,15397,10:50:25,10:50:45,8,upward,11547.502
182,Nehru Enclave,15397,10:52:21,10:52:41,9,upward,12378.613
183,Greater Kailash,15397,10:55:00,10:55:20,10,upward,13737.647
184,Chirag Delhi,15397,10:57:05,10:57:25,11,upward,14563.604
185,Panchsheel Park,15397,10:59:09,10:59:29,12,upward,15478.074
59,Hauz Khas,15397,11:01:58,11:02:18,13,upward,16891.973
81,Botanical Garden,15398,10:31:20,10:31:40,0,upward,0.0
161,Okhla Bird Sanctuary,15398,10:35:12,10:35:32,1,upward,2003.493
162,Kalindi Kunj,15398,10:38:07,10:38:27,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15398,10:41:39,10:41:59,3,upward,5593.097
164,Okhla Vihar,15398,10:45:00,10:45:20,4,upward,7428.589
165,Jamia Millia Islamia,15398,10:47:47,10:48:07,5,upward,8372.665
166,Sukhdev Vihar,15398,10:50:40,10:51:00,6,upward,9604.107
167,Okhla NSIC,15398,10:53:18,10:53:38,7,upward,10754.323
131,Kalkaji Mandir,15398,10:55:35,10:55:55,8,upward,11547.502
182,Nehru Enclave,15398,10:57:31,10:57:51,9,upward,12378.613
183,Greater Kailash,15398,11:00:10,11:00:30,10,upward,13737.647
184,Chirag Delhi,15398,11:02:15,11:02:35,11,upward,14563.604
185,Panchsheel Park,15398,11:04:19,11:04:39,12,upward,15478.074
59,Hauz Khas,15398,11:07:08,11:07:28,13,upward,16891.973
81,Botanical Garden,15399,10:36:30,10:36:50,0,upward,0.0
161,Okhla Bird Sanctuary,15399,10:40:22,10:40:42,1,upward,2003.493
162,Kalindi Kunj,15399,10:43:17,10:43:37,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15399,10:46:49,10:47:09,3,upward,5593.097
164,Okhla Vihar,15399,10:50:10,10:50:30,4,upward,7428.589
165,Jamia Millia Islamia,15399,10:52:57,10:53:17,5,upward,8372.665
166,Sukhdev Vihar,15399,10:55:50,10:56:10,6,upward,9604.107
167,Okhla NSIC,15399,10:58:28,10:58:48,7,upward,10754.323
131,Kalkaji Mandir,15399,11:00:45,11:01:05,8,upward,11547.502
182,Nehru Enclave,15399,11:02:41,11:03:01,9,upward,12378.613
183,Greater Kailash,15399,11:05:20,11:05:40,10,upward,13737.647
184,Chirag Delhi,15399,11:07:25,11:07:45,11,upward,14563.604
185,Panchsheel Park,15399,11:09:29,11:09:49,12,upward,15478.074
59,Hauz Khas,15399,11:12:18,11:12:38,13,upward,16891.973
81,Botanical Garden,15400,10:41:40,10:42:00,0,upward,0.0
161,Okhla Bird Sanctuary,15400,10:45:32,10:45:52,1,upward,2003.493
162,Kalindi Kunj,15400,10:48:27,10:48:47,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15400,10:51:59,10:52:19,3,upward,5593.097
164,Okhla Vihar,15400,10:55:20,10:55:40,4,upward,7428.589
165,Jamia Millia Islamia,15400,10:58:07,10:58:27,5,upward,8372.665
166,Sukhdev Vihar,15400,11:01:00,11:01:20,6,upward,9604.107
167,Okhla NSIC,15400,11:03:38,11:03:58,7,upward,10754.323
131,Kalkaji Mandir,15400,11:05:55,11:06:15,8,upward,11547.502
182,Nehru Enclave,15400,11:07:51,11:08:11,9,upward,12378.613
183,Greater Kailash,15400,11:10:30,11:10:50,10,upward,13737.647
184,Chirag Delhi,15400,11:12:35,11:12:55,11,upward,14563.604
185,Panchsheel Park,15400,11:14:39,11:14:59,12,upward,15478.074
59,Hauz Khas,15400,11:17:28,11:17:48,13,upward,16891.973
81,Botanical Garden,15401,10:46:50,10:47:10,0,upward,0.0
161,Okhla Bird Sanctuary,15401,10:50:42,10:51:02,1,upward,2003.493
162,Kalindi Kunj,15401,10:53:37,10:53:57,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15401,10:57:09,10:57:29,3,upward,5593.097
164,Okhla Vihar,15401,11:00:30,11:00:50,4,upward,7428.589
165,Jamia Millia Islamia,15401,11:03:17,11:03:37,5,upward,8372.665
166,Sukhdev Vihar,15401,11:06:10,11:06:30,6,upward,9604.107
167,Okhla NSIC,15401,11:08:48,11:09:08,7,upward,10754.323
131,Kalkaji Mandir,15401,11:11:05,11:11:25,8,upward,11547.502
182,Nehru Enclave,15401,11:13:01,11:13:21,9,upward,12378.613
183,Greater Kailash,15401,11:15:40,11:16:00,10,upward,13737.647
184,Chirag Delhi,15401,11:17:45,11:18:05,11,upward,14563.604
185,Panchsheel Park,15401,11:19:49,11:20:09,12,upward,15478.074
59,Hauz Khas,15401,11:22:38,11:22:58,13,upward,16891.973
81,Botanical Garden,15402,10:52:00,10:52:20,0,upward,0.0
161,Okhla Bird Sanctuary,15402,10:55:52,10:56:12,1,upward,2003.493
162,Kalindi Kunj,15402,10:58:47,10:59:07,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15402,11:02:19,11:02:39,3,upward,5593.097
164,Okhla Vihar,15402,11:05:40,11:06:00,4,upward,7428.589
165,Jamia Millia Islamia,15402,11:08:27,11:08:47,5,upward,8372.665
166,Sukhdev Vihar,15402,11:11:20,11:11:40,6,upward,9604.107
167,Okhla NSIC,15402,11:13:58,11:14:18,7,upward,10754.323
131,Kalkaji Mandir,15402,11:16:15,11:16:35,8,upward,11547.502
182,Nehru Enclave,15402,11:18:11,11:18:31,9,upward,12378.613
183,Greater Kailash,15402,11:20:50,11:21:10,10,upward,13737.647
184,Chirag Delhi,15402,11:22:55,11:23:15,11,upward,14563.604
185,Panchsheel Park,15402,11:24:59,11:25:19,12,upward,15478.074
59,Hauz Khas,15402,11:27:48,11:28:08,13,upward,16891.973
81,Botanical Garden,15403,10:57:10,10:57:30,0,upward,0.0
161,Okhla Bird Sanctuary,15403,11:01:02,11:01:22,1,upward,2003.493
162,Kalindi Kunj,15403,11:03:57,11:04:17,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15403,11:07:29,11:07:49,3,upward,5593.097
164,Okhla Vihar,15403,11:10:50,11:11:10,4,upward,7428.589
165,Jamia Millia Islamia,15403,11:13:37,11:13:57,5,upward,8372.665
166,Sukhdev Vihar,15403,11:16:30,11:16:50,6,upward,9604.107
167,Okhla NSIC,15403,11:19:08,11:19:28,7,upward,10754.323
131,Kalkaji Mandir,15403,11:21:25,11:21:45,8,upward,11547.502
182,Nehru Enclave,15403,11:23:21,11:23:41,9,upward,12378.613
183,Greater Kailash,15403,11:26:00,11:26:20,10,upward,13737.647
184,Chirag Delhi,15403,11:28:05,11:28:25,11,upward,14563.604
185,Panchsheel Park,15403,11:30:09,11:30:29,12,upward,15478.074
59,Hauz Khas,15403,11:32:58,11:33:18,13,upward,16891.973
81,Botanical Garden,15404,11:02:20,11:02:40,0,upward,0.0
161,Okhla Bird Sanctuary,15404,11:06:12,11:06:32,1,upward,2003.493
162,Kalindi Kunj,15404,11:09:07,11:09:27,2,upward,3589.032
163,Jasola Vihar Shaheen Bagh,15404,11:12:39,11:12:59,3,upward,5593.097
