trip_id,time,next_time,status,location,capacity,location_id
15388,36779.0,36928.0,on_link,upward-Panchsheel Park-upward-Hauz Khas,1800,-1.0
15388,36928.0,36958.0,stop,upward-Hauz Khas,1800,13.0
15389,35090.0,35110.0,stop,upward-Botanical Garden,1800,0.0
15389,35110.0,35322.0,on_link,upward-Botanical Garden-upward-Okhla Bird Sanctuary,1800,-1.0
15389,35322.0,35342.0,stop,upward-Okhla Bird Sanctuary,1800,1.0
15389,35342.0,35497.0,on_link,upward-Okhla Bird Sanctuary-upward-Kalindi Kunj,1800,-1.0
15389,35497.0,35517.0,stop,upward-Kalindi Kunj,1800,2.0
15389,35517.0,35709.0,on_link,upward-Kalindi Kunj-upward-Jasola Vihar Shaheen Bagh,1800,-1.0
15389,35709.0,35729.0,stop,upward-Jasola Vihar Shaheen Bagh,1800,3.0
15389,35729.0,35910.0,on_link,upward-Jasola Vihar Shaheen Bagh-upward-Okhla Vihar,1800,-1.0
15389,35910.0,35930.0,stop,upward-Okhla Vihar,1800,4.0
15389,35930.0,36077.0,on_link,upward-Okhla Vihar-upward-Jamia Millia Islamia,1800,-1.0
15389,36077.0,36097.0,stop,upward-Jamia Millia Islamia,1800,5.0
15389,36097.0,36250.0,on_link,upward-Jamia Millia Islamia-upward-Sukhdev Vihar,1800,-1.0
15389,36250.0,36270.0,stop,upward-Sukhdev Vihar,1800,6.0
15389,36270.0,36408.0,on_link,upward-Sukhdev Vihar-upward-Okhla NSIC,1800,-1.0
15389,36408.0,36428.0,stop,upward-Okhla NSIC,1800,7.0
15389,36428.0,36545.0,on_link,upward-Okhla NSIC-upward-Kalkaji Mandir,1800,-1.0
15389,36545.0,36565.0,stop,upward-Kalkaji Mandir,1800,8.0
15389,36565.0,36661.0,on_link,upward-Kalkaji Mandir-upward-Nehru Enclave,1800,-1.0
15389,36661.0,36681.0,stop,upward-Nehru Enclave,1800,9.0
15389,36681.0,36820.0,on_link,upward-Nehru Enclave-upward-Greater Kailash,1800,-1.0
15389,36820.0,36840.0,stop,upward-Greater Kailash,1800,10.0
15389,36840.0,36945.0,on_link,upward-Greater Kailash-upward-Chirag Delhi,1800,-1.0
15389,36945.0,36965.0,stop,upward-Chirag Delhi,1800,11.0
15389,36965.0,37069.0,on_link,upward-Chirag Delhi-upward-Panchsheel Park,1800,-1.0
15389,37069.0,37089.0,stop,upward-Panchsheel Park,1800,12.0
15389,37089.0,37238.0,on_link,upward-Panchsheel Park-upward-Hauz Khas,1800,-1.0
15389,37238.0,37268.0,stop,upward-Hauz Khas,1800,13.0
15390,35400.0,35420.0,stop,upward-Botanical Garden,1800,0.0
15390,35420.0,35632.0,on_link,upward-Botanical Garden-upward-Okhla Bird Sanctuary,1800,-1.0
15390,35632.0,35652.0,stop,upward-Okhla Bird Sanctuary,1800,1.0
15390,35652.0,35807.0,on_link,upward-Okhla Bird Sanctuary-upward-Kalindi Kunj,1800,-1.0
15390,35807.0,35827.0,stop,upward-Kalindi Kunj,1800,2.0
15390,35827.0,36019.0,on_link,upward-Kalindi Kunj-upward-Jasola Vihar Shaheen Bagh,1800,-1.0
15390,36019.0,36039.0,stop,upward-Jasola Vihar Shaheen Bagh,1800,3.0
15390,36039.0,36220.0,on_link,upward-Jasola Vihar Shaheen Bagh-upward-Okhla Vihar,1800,-1.0
15390,36220.0,36240.0,stop,upward-Okhla Vihar,1800,4.0
15390,36240.0,36387.0,on_link,upward-Okhla Vihar-upward-Jamia Millia Islamia,1800,-1.0
15390,36387.0,36407.0,stop,upward-Jamia Millia Islamia,1800,5.0
15390,36407.0,36560.0,on_link,upward-Jamia Millia Islamia-upward-Sukhdev Vihar,1800,-1.0
15390,36560.0,36580.0,stop,upward-Sukhdev Vihar,1800,6.0
15390,36580.0,36718.0,on_link,upward-Sukhdev Vihar-upward-Okhla NSIC,1800,-1.0
15390,36718.0,36738.0,stop,upward-Okhla NSIC,1800,7.0
15390,36738.0,36855.0,on_link,upward-Okhla NSIC-upward-Kalkaji Mandir,1800,-1.0
15390,36855.0,36875.0,stop,upward-Kalkaji Mandir,1800,8.0
15390,36875.0,36971.0,on_link,upward-Kalkaji Mandir-upward-Nehru Enclave,1800,-1.0
15390,36971.0,36991.0,stop,upward-Nehru Enclave,1800,9.0
15390,36991.0,37130.0,on_link,upward-Nehru Enclave-upward-Greater Kailash,1800,-1.0
15390,37130.0,37150.0,stop,upward-Greater Kailash,1800,10.0
15390,37150.0,37255.0,on_link,upward-Greater Kailash-upward-Chirag Delhi,1800,-1.0
15390,37255.0,37275.0,stop,upward-Chirag Delhi,1800,11.0
15390,37275.0,37379.0,on_link,upward-Chirag Delhi-upward-Panchsheel Park,1800,-1.0
15390,37379.0,37399.0,stop,upward-Panchsheel Park,1800,12.0
15390,37399.0,37548.0,on_link,upward-Panchsheel Park-upward-Hauz Khas,1800,-1.0
15390,37548.0,37578.0,stop,upward-Hauz Khas,1800,13.0
15391,35710.0,35730.0,stop,upward-Botanical Garden,1800,0.0
15391,35730.0,35942.0,on_link,upward-Botanical Garden-upward-Okhla Bird Sanctuary,1800,-1.0
15391,35942.0,35962.0,stop,upward-Okhla Bird Sanctuary,1800,1.0
15391,35962.0,36117.0,on_link,upward-Okhla Bird Sanctuary-upward-Kalindi Kunj,1800,-1.0
15391,36117.0,36137.0,stop,upward-Kalindi Kunj,1800,2.0
15391,36137.0,36329.0,on_link,upward-Kalindi Kunj-upward-Jasola Vihar Shaheen Bagh,1800,-1.0
15391,36329.0,36349.0,stop,upward-Jasola Vihar Shaheen Bagh,1800,3.0
15391,36349.0,36530.0,on_link,upward-Jasola Vihar Shaheen Bagh-upward-Okhla Vihar,1800,-1.0
15391,36530.0,36550.0,stop,upward-Okhla Vihar,1800,4.0
15391,36550.0,36697.0,on_link,upward-Okhla Vihar-upward-Jamia Millia Islamia,1800,-1.0
15391,36697.0,36717.0,stop,upward-Jamia Millia Islamia,1800,5.0
15391,36717.0,36870.0,on_link,upward-Jamia Millia Islamia-upward-Sukhdev Vihar,1800,-1.0
15391,36870.0,36890.0,stop,upward-Sukhdev Vihar,1800,6.0
15391,36890.0,37028.0,on_link,upward-Sukhdev Vihar-upward-Okhla NSIC,1800,-1.0
15391,37028.0,37048.0,stop,upward-Okhla NSIC,1800,7.0
15391,37048.0,37165.0,on_link,upward-Okhla NSIC-upward-Kalkaji Mandir,1800,-1.0
15391,37165.0,37185.0,stop,upward-Kalkaji Mandir,1800,8.0
15391,37185.0,37281.0,on_link,upward-Kalkaji Mandir-upward-Nehru Enclave,1800,-1.0
15391,37281.0,37301.0,stop,upward-Nehru Enclave,1800,9.0
15391,37301.0,37440.0,on_link,upward-Nehru Enclave-upward-Greater Kailash,1800,-1.0
15391,37440.0,37460.0,stop,upward-Greater Kailash,1800,10.0
15391,37460.0,37565.0,on_link,upward-Greater Kailash-upward-Chirag Delhi,1800,-1.0
15391,37565.0,37585.0,stop,upward-Chirag Delhi,1800,11.0
15391,37585.0,37689.0,on_link,upward-Chirag Delhi-upward-Panchsheel Park,1800,-1.0
15391,37689.0,37709.0,stop,upward-Panchsheel Park,1800,12.0
15391,37709.0,37858.0,on_link,upward-Panchsheel Park-upward-Hauz Khas,1800,-1.0
15391,37858.0,37888.0,stop,upward-Hauz Khas,1800,13.0
15392,36020.0,36040.0,stop,upward-Botanical Garden,1800,0.0
15392,36040.0,36252.0,on_link,upward-Botanical Garden-upward-Okhla Bird Sanctuary,1800,-1.0
15392,36252.0,36272.0,stop,upward-Okhla Bird Sanctuary,1800,1.0
15392,36272.0,36427.0,on_link,upward-Okhla Bird Sanctuary-upward-Kalindi Kunj,1800,-1.0
15392,36427.0,36447.0,stop,upward-Kalindi Kunj,1800,2.0
15392,36447.0,36639.0,on_link,upward-Kalindi Kunj-upward-Jasola Vihar Shaheen Bagh,1800,-1.0
15392,36639.0,36659.0,stop,upward-Jasola Vihar Shaheen Bagh,1800,3.0
15392,36659.0,36840.0,on_link,upward-Jasola Vihar Shaheen Bagh-upward-Okhla Vihar,1800,-1.0
15392,36840.0,36860.0,stop,upward-Okhla Vihar,1800,4.0
15392,36860.0,37007.0,on_link,upward-Okhla Vihar-upward-Jamia Millia Islamia,1800,-1.0
15392,37007.0,37027.0,stop,upward-Jamia Millia Islamia,1800,5.0
15392,37027.0,37180.0,on_link,upward-Jamia Millia Islamia-upward-Sukhdev Vihar,1800,-1.0
15392,37180.0,37200.0,stop,upward-Sukhdev Vihar,1800,6.0
15392,37200.0,37338.0,on_link,upward-Sukhdev Vihar-upward-Okhla NSIC,1800,-1.0
15392,37338.0,37358.0,stop,upward-Okhla NSIC,1800,7.0
15392,37358.0,37475.0,on_link,upward-Okhla NSIC-upward-Kalkaji Mandir,1800,-1.0
15392,37475.0,37495.0,stop,upward-Kalkaji Mandir,1800,8.0
15392,37495.0,37591.0,on_link,upward-Kalkaji Mandir-upward-Nehru Enclave,1800,-1.0
15392,37591.0,37611.0,stop,upward-Nehru Enclave,1800,9.0
15392,37611.0,37750.0,on_link,upward-Nehru Enclave-upward-Greater Kailash,1800,-1.0
15392,37750.0,37770.0,stop,upward-Greater Kailash,1800,10.0
15392,37770.0,37875.0,on_link,upward-Greater Kailash-upward-Chirag Delhi,1800,-1.0
15392,37875.0,37895.0,stop,upward-Chirag Delhi,1800,11.0
15392,37895.0,37999.0,on_link,upward-Chirag Delhi-upward-Panchsheel Park,1800,-1.0
15392,37999.0,38019.0,stop,upward-Panchsheel Park,1800,12.0
15392,38019.0,38168.0,on_link,upward-Panchsheel Park-upward-Hauz Khas,1800,-1.0
15392,38168.0,38198.0,stop,upward-Hauz Khas,1800,13.0
15393,36330.0,36350.0,stop,upward-Botanical Garden,1800,0.0
15393,36350.0,36562.0,on_link,upward-Botanical Garden-upward-Okhla Bird Sanctuary,1800,-1.0
15393,36562.0,36582.0,stop,upward-Okhla Bird Sanctuary,1800,1.0
15393,36582.0,36737.0,on_link,upward-Okhla Bird Sanctuary-upward-Kalindi Kunj,1800,-1.0
15393,36737.0,36757.0,stop,upward-Kalindi Kunj,1800,2.0
15393,36757.0,36949.0,on_link,upward-Kalindi Kunj-upward-Jasola Vihar Shaheen Bagh,1800,-1.0
15393,36949.0,36969.0,stop,upward-Jasola Vihar Shaheen Bagh,1800,3.0
15393,36969.0,37150.0,on_link,upward-Jasola Vihar Shaheen Bagh-upward-Okhla Vihar,1800,-1.0
15393,37150.0,37170.0,stop,upward-Okhla Vihar,1800,4.0
15393,37170.0,37317.0,on_link,upward-Okhla Vihar-upward-Jamia Millia Islamia,1800,-1.0
15393,37317.0,37337.0,stop,upward-Jamia Millia Islamia,1800,5.0
15393,37337.0,37490.0,on_link,upward-Jamia Millia Islamia-upward-Sukhdev Vihar,1800,-1.0
15393,37490.0,37510.0,stop,upward-Sukhdev Vihar,1800,6.0
15393,37510.0,37648.0,on_link,upward-Sukhdev Vihar-upward-Okhla NSIC,1800,-1.0
15393,37648.0,37668.0,stop,upward-Okhla NSIC,1800,7.0
15393,37668.0,37785.0,on_link,upward-Okhla NSIC-upward-Kalkaji Mandir,1800,-1.0
15393,37785.0,37805.0,stop,upward-Kalkaji Mandir,1800,8.0
15393,37805.0,37901.0,on_link,upward-Kalkaji Mandir-upward-Nehru Enclave,1800,-1.0
15393,37901.0,37921.0,stop,upward-Nehru Enclave,1800,9.0
15393,37921.0,38060.0,on_link,upward-Nehru Enclave-upward-Greater Kailash,1800,-1.0
15393,38060.0,38080.0,stop,upward-Greater Kailash,1800,10.0
15393,38080.0,38185.0,on_link,upward-Greater Kailash-upward-Chirag Delhi,1800,-1.0
15393,38185.0,38205.0,stop,upward-Chirag Delhi,1800,11.0
15393,38205.0,38309.0,on_link,upward-Chirag Delhi-upward-Panchsheel Park,1800,-1.0
15393,38309.0,38329.0,stop,upward-Panchsheel Park,1800,12.0
15393,38329.0,38478.0,on_link,upward-Panchsheel Park-upward-Hauz Khas,1800,-1.0
15393,38478.0,38508.0,stop,upward-Hauz Khas,1800,13.0
15394,36640.0,36660.0,stop,upward-Botanical Garden,1800,0.0
15394,36660.0,36872.0,on_link,upward-Botanical Garden-upward-Okhla Bird Sanctuary,1800,-1.0
15394,36872.0,36892.0,stop,upward-Okhla Bird Sanctuary,1800,1.0
15394,36892.0,37047.0,on_link,upward-Okhla Bird Sanctuary-upward-Kalindi Kunj,1800,-1.0
15394,37047.0,37067.0,stop,upward-Kalindi Kunj,1800,2.0
15394,37067.0,37259.0,on_link,upward-Kalindi Kunj-upward-Jasola Vihar Shaheen Bagh,1800,-1.0
15394,37259.0,37279.0,stop,upward-Jasola Vihar Shaheen Bagh,1800,3.0
15394,37279.0,37460.0,on_link,upward-Jasola Vihar Shaheen Bagh-upward-Okhla Vihar,1800,-1.0
15394,37460.0,37480.0,stop,upward-Okhla Vihar,1800,4.0
15394,37480.0,37627.0,on_link,upward-Okhla Vihar-upward-Jamia Millia Islamia,1800,-1.0
15394,37627.0,37647.0,stop,upward-Jamia Millia Islamia,1800,5.0
15394,37647.0,37800.0,on_link,upward-Jamia Millia Islamia-upward-Sukhdev Vihar,1800,-1.0
15394,37800.0,37820.0,stop,upward-Sukhdev Vihar,1800,6.0
15394,37820.0,37958.0,on_link,upward-Sukhdev Vihar-upward-Okhla NSIC,1800,-1.0
15394,37958.0,37978.0,stop,upward-Okhla NSIC,1800,7.0
15394,37978.0,38095.0,on_link,upward-Okhla NSIC-upward-Kalkaji Mandir,1800,-1.0
15394,38095.0,38115.0,stop,upward-Kalkaji Mandir,1800,8.0
15394,38115.0,38211.0,on_link,upward-Kalkaji Mandir-upward-Nehru Enclave,1800,-1.0
15394,38211.0,38231.0,stop,upward-Nehru Enclave,1800,9.0
15394,38231.0,38370.0,on_link,upward-Nehru Enclave-upward-Greater Kailash,1800,-1.0
15394,38370.0,38390.0,stop,upward-Greater Kailash,1800,10.0
15394,38390.0,38495.0,on_link,upward-Greater Kailash-upward-Chirag Delhi,1800,-1.0
15394,38495.0,38515.0,stop,upward-Chirag Delhi,1800,11.0
15394,38515.0,38619.0,on_link,upward-Chirag Delhi-upward-Panchsheel Park,1800,-1.0
15394,38619.0,38639.0,stop,upward-Panchsheel Park,1800,12.0
15394,38639.0,38788.0,on_link,upward-Panchsheel Park-upward-Hauz Khas,1800,-1.0
15394,38788.0,38818.0,stop,upward-Hauz Khas,1800,13.0
15395,36950.0,36970.0,stop,upward-Botanical Garden,1800,0.0
15395,36970.0,37182.0,on_link,upward-Botanical Garden-upward-Okhla Bird Sanctuary,1800,-1.0
15395,37182.0,37202.0,stop,upward-Okhla Bird Sanctuary,1800,1.0
15395,37202.0,37357.0,on_link,upward-Okhla Bird Sanctuary-upward-Kalindi Kunj,1800,-1.0
15395,37357.0,37377.0,stop,upward-Kalindi Kunj,1800,2.0
15395,37377.0,37569.0,on_link,upward-Kalindi Kunj-upward-Jasola Vihar Shaheen Bagh,1800,-1.0
15395,37569.0,37589.0,stop,upward-Jasola Vihar Shaheen Bagh,1800,3.0
15395,37589.0,37770.0,on_link,upward-Jasola Vihar Shaheen Bagh-upward-Okhla Vihar,1800,-1.0
15395,37770.0,37790.0,stop,upward-Okhla Vihar,1800,4.0
15395,37790.0,37937.0,on_link,upward-Okhla Vihar-upward-Jamia Millia Islamia,1800,-1.0
15395,37937.0,37957.0,stop,upward-Jamia Millia Islamia,1800,5.0
15395,37957.0,38110.0,on_link,upward-Jamia Millia Islamia-upward-Sukhdev Vihar,1800,-1.0
15395,38110.0,38130.0,stop,upward-Sukhdev Vihar,1800,6.0
15395,38130.0,38268.0,on_link,upward-Sukhdev Vihar-upward-Okhla NSIC,1800,-1.0
15395,38268.0,38288.0,stop,upward-Okhla NSIC,1800,7.0
15395,38288.0,38405.0,on_link,upward-Okhla NSIC-upward-Kalkaji Mandir,1800,-1.0
15395,38405.0,38425.0,stop,upward-Kalkaji Mandir,1800,8.0
15395,38425.0,38521.0,on_link,upward-Kalkaji Mandir-upward-Nehru Enclave,1800,-1.0
15395,38521.0,38541.0,stop,upward-Nehru Enclave,1800,9.0
15395,38541.0,38680.0,on_link,upward-Nehru Enclave-upward-Greater Kailash,1800,-1.0
15395,38680.0,38700.0,stop,upward-Greater Kailash,1800,10.0
15395,38700.0,38805.0,on_link,upward-Greater Kailash-upward-Chirag Delhi,1800,-1.0
15395,38805.0,38825.0,stop,upward-Chirag Delhi,1800,11.0
15395,38825.0,38929.0,on_link,upward-Chirag Delhi-upward-Panchsheel Park,1800,-1.0
15395,38929.0,38949.0,stop,upward-Panchsheel Park,1800,12.0
15395,38949.0,39098.0,on_link,upward-Panchsheel Park-upward-Hauz Khas,1800,-1.0
15395,39098.0,39128.0,stop,upward-Hauz Khas,1800,13.0
15396,37260.0,37280.0,stop,upward-Botanical Garden,1800,0.0
15396,37280.0,37492.0,on_link,upward-Botanical Garden-upward-Okhla Bird Sanctuary,1800,-1.0
15396,37492.0,37512.0,stop,upward-Okhla Bird Sanctuary,1800,1.0
15396,37512.0,37667.0,on_link,upward-Okhla Bird Sanctuary-upward-Kalindi Kunj,1800,-1.0
15396,37667.0,37687.0,stop,upward-Kalindi Kunj,1800,2.0
15396,37687.0,37879.0,on_link,upward-Kalindi Kunj-upward-Jasola Vihar Shaheen Bagh,1800,-1.0
15396,37879.0,37899.0,stop,upward-Jasola Vihar Shaheen Bagh,1800,3.0
15396,37899.0,38080.0,on_link,upward-Jasola Vihar Shaheen Bagh-upward-Okhla Vihar,1800,-1.0
15396,38080.0,38100.0,stop,upward-Okhla Vihar,1800,4.0
15396,38100.0,38247.0,on_link,upward-Okhla Vihar-upward-Jamia Millia Islamia,1800,-1.0
15396,38247.0,38267.0,stop,upward-Jamia Millia Islamia,1800,5.0
15396,38267.0,38420.0,on_link,upward-Jamia Millia Islamia-upward-Sukhdev Vihar,1800,-1.0
15396,38420.0,38440.0,stop,upward-Sukhdev Vihar,1800,6.0
15396,38440.0,38578.0,on_link,upward-Sukhdev Vihar-upward-Okhla NSIC,1800,-1.0
15396,38578.0,38598.0,stop,upward-Okhla NSIC,1800,7.0
15396,38598.0,38715.0,on_link,upward-Okhla NSIC-upward-Kalkaji Mandir,1800,-1.0
15396,38715.0,38735.0,stop,upward-Kalkaji Mandir,1800,8.0
15396,38735.0,38831.0,on_link,upward-Kalkaji Mandir-upward-Nehru Enclave,1800,-1.0
15396,38831.0,38851.0,stop,upward-Nehru Enclave,1800,9.0
15396,38851.0,38990.0,on_link,upward-Nehru Enclave-upward-Greater Kailash,1800,-1.0
15396,38990.0,39010.0,stop,upward-Greater Kailash,1800,10.0
15396,39010.0,39115.0,on_link,upward-Greater Kailash-upward-Chirag Delhi,1800,-1.0
15396,39115.0,39135.0,stop,upward-Chirag Delhi,1800,11.0
15396,39135.0,39239.0,on_link,upward-Chirag Delhi-upward-Panchsheel Park,1800,-1.0
15396,39239.0,39259.0,stop,upward-Panchsheel Park,1800,12.0
15396,39259.0,39408.0,on_link,upward-Panchsheel Park-upward-Hauz Khas,1800,-1.0
15396,39408.0,39438.0,stop,upward-Hauz Khas,1800,13.0
15397,37570.0,37590.0,stop,upward-Botanical Garden,1800,0.0
15397,37590.0,37802.0,on_link,upward-Botanical Garden-upward-Okhla Bird Sanctuary,1800,-1.0
15397,37802.0,37822.0,stop,upward-Okhla Bird Sanctuary,1800,1.0
15397,37822.0,37977.0,on_link,upward-Okhla Bird Sanctuary-upward-Kalindi Kunj,1800,-1.0
15397,37977.0,37997.0,stop,upward-Kalindi Kunj,1800,2.0
15397,37997.0,38189.0,on_link,upward-Kalindi Kunj-upward-Jasola Vihar Shaheen Bagh,1800,-1.0
15397,38189.0,38209.0,stop,upward-Jasola Vihar Shaheen Bagh,1800,3.0
15397,38209.0,38390.0,on_link,upward-Jasola Vihar Shaheen Bagh-upward-Okhla Vihar,1800,-1.0
15397,38390.0,38410.0,stop,upward-Okhla Vihar,1800,4.0
15397,38410.0,38557.0,on_link,upward-Okhla Vihar-upward-Jamia Millia Islamia,1800,-1.0
15397,38557.0,38577.0,stop,upward-Jamia Millia Islamia,1800,5.0
15397,38577.0,38730.0,on_link,upward-Jamia Millia Islamia-upward-Sukhdev Vihar,1800,-1.0
15397,38730.0,38750.0,stop,upward-Sukhdev Vihar,1800,6.0
15397,38750.0,38888.0,on_link,upward-Sukhdev Vihar-upward-Okhla NSIC,1800,-1.0
15397,38888.0,38908.0,stop,upward-Okhla NSIC,1800,7.0
15397,38908.0,39025.0,on_link,upward-Okhla NSIC-upward-Kalkaji Mandir,1800,-1.0
15397,39025.0,39045.0,stop,upward-Kalkaji Mandir,1800,8.0
15397,39045.0,39141.0,on_link,upward-Kalkaji Mandir-upward-Nehru Enclave,1800,-1.0
15397,39141.0,39161.0,stop,upward-Nehru Enclave,1800,9.0
15397,39161.0,39300.0,on_link,upward-Nehru Enclave-upward-Greater Kailash,1800,-1.0
15397,39300.0,39320.0,stop,upward-Greater Kailash,1800,10.0
15397,39320.0,39425.0,on_link,upward-Greater Kailash-upward-Chirag Delhi,1800,-1.0
15397,39425.0,39445.0,stop,upward-Chirag Delhi,1800,11.0
15397,39445.0,39549.0,on_link,upward-Chirag Delhi-upward-Panchsheel Park,1800,-1.0
15397,39549.0,39569.0,stop,upward-Panchsheel Park,1800,12.0
15397,39569.0,39718.0,on_link,upward-Panchsheel Park-upward-Hauz Khas,1800,-1.0
15397,39718.0,39748.0,stop,upward-Hauz Khas,1800,13.0
15398,37880.0,37900.0,stop,upward-Botanical Garden,1800,0.0
15398,37900.0,38112.0,on_link,upward-Botanical Garden-upward-Okhla Bird Sanctuary,1800,-1.0
15398,38112.0,38132.0,stop,upward-Okhla Bird Sanctuary,1800,1.0
15398,38132.0,38287.0,on_link,upward-Okhla Bird Sanctuary-upward-Kalindi Kunj,1800,-1.0
15398,38287.0,38307.0,stop,upward-Kalindi Kunj,1800,2.0
15398,38307.0,38499.0,on_link,upward-Kalindi Kunj-upward-Jasola Vihar Shaheen Bagh,1800,-1.0
15398,38499.0,38519.0,stop,upward-Jasola Vihar Shaheen Bagh,1800,3.0
15398,38519.0,38700.0,on_link,upward-Jasola Vihar Shaheen Bagh-upward-Okhla Vihar,1800,-1.0
15398,38700.0,38720.0,stop,upward-Okhla Vihar,1800,4.0
15398,38720.0,38867.0,on_link,upward-Okhla Vihar-upward-Jamia Millia Islamia,1800,-1.0
15398,38867.0,38887.0,stop,upward-Jamia Millia Islamia,1800,5.0
15398,38887.0,39040.0,on_link,upward-Jamia Millia Islamia-upward-Sukhdev Vihar,1800,-1.0
15398,39040.0,39060.0,stop,upward-Sukhdev Vihar,1800,6.0
15398,39060.0,39198.0,on_link,upward-Sukhdev Vihar-upward-Okhla NSIC,1800,-1.0
15398,39198.0,39218.0,stop,upward-Okhla NSIC,1800,7.0
15398,39218.0,39335.0,on_link,upward-Okhla NSIC-upward-Kalkaji Mandir,1800,-1.0
15398,39335.0,39355.0,stop,upward-Kalkaji Mandir,1800,8.0
15398,39355.0,39451.0,on_link,upward-Kalkaji Mandir-upward-Nehru Enclave,1800,-1.0
15398,39451.0,39471.0,stop,upward-Nehru Enclave,1800,9.0
15398,39471.0,39610.0,on_link,upward-Nehru Enclave-upward-Greater Kailash,1800,-1.0
15398,39610.0,39630.0,stop,upward-Greater Kailash,1800,10.0
15398,39630.0,39735.0,on_link,upward-Greater Kailash-upward-Chirag Delhi,1800,-1.0
15398,39735.0,39755.0,stop,upward-Chirag Delhi,1800,11.0
15398,39755.0,39859.0,on_link,upward-Chirag Delhi-upward-Panchsheel Park,1800,-1.0
15398,39859.0,39879.0,stop,upward-Panchsheel Park,1800,12.0
15398,39879.0,40028.0,on_link,upward-Panchsheel Park-upward-Hauz Khas,1800,-1.0
15398,40028.0,40058.0,stop,upward-Hauz Khas,1800,13.0
15399,38190.0,38210.0,stop,upward-Botanical Garden,1800,0.0
15399,38210.0,38422.0,on_link,upward-Botanical Garden-upward-Okhla Bird Sanctuary,1800,-1.0
15399,38422.0,38442.0,stop,upward-Okhla Bird Sanctuary,1800,1.0
15399,38442.0,38597.0,on_link,upward-Okhla Bird Sanctuary-upward-Kalindi Kunj,1800,-1.0
15399,38597.0,38617.0,stop,upward-Kalindi Kunj,1800,2.0
15399,38617.0,38809.0,on_link,upward-Kalindi Kunj-upward-Jasola Vihar Shaheen Bagh,1800,-1.0
15399,38809.0,38829.0,stop,upward-Jasola Vihar Shaheen Bagh,1800,3.0
15399,38829.0,39010.0,on_link,upward-Jasola Vihar Shaheen Bagh-upward-Okhla Vihar,1800,-1.0
15399,39010.0,39030.0,stop,upward-Okhla Vihar,1800,4.0
15399,39030.0,39177.0,on_link,upward-Okhla Vihar-upward-Jamia Millia Islamia,1800,-1.0
15399,39177.0,39197.0,stop,upward-Jamia Millia Islamia,1800,5.0
15399,39197.0,39350.0,on_link,upward-Jamia Millia Islamia-upward-Sukhdev Vihar,1800,-1.0
15399,39350.0,39370.0,stop,upward-Sukhdev Vihar,1800,6.0
15399,39370.0,39508.0,on_link,upward-Sukhdev Vihar-upward-Okhla NSIC,1800,-1.0
15399,39508.0,39528.0,stop,upward-Okhla NSIC,1800,7.0
15399,39528.0,39645.0,on_link,upward-Okhla NSIC-upward-Kalkaji Mandir,1800,-1.0
15399,39645.0,39665.0,stop,upward-Kalkaji Mandir,1800,8.0
15399,39665.0,39761.0,on_link,upward-Kalkaji Mandir-upward-Nehru Enclave,1800,-1.0
15399,39761.0,39781.0,stop,upward-Nehru Enclave,1800,9.0
15399,39781.0,39920.0,on_link,upward-Nehru Enclave-upward-Greater Kailash,1800,-1.0
15399,39920.0,39940.0,stop,upward-Greater Kailash,1800,10.0
15399,39940.0,40045.0,on_link,upward-Greater Kailash-upward-Chirag Delhi,1800,-1.0
15399,40045.0,40065.0,stop,upward-Chirag Delhi,1800,11.0
15399,40065.0,40169.0,on_link,upward-Chirag Delhi-upward-Panchsheel Park,1800,-1.0
15399,40169.0,40189.0,stop,upward-Panchsheel Park,1800,12.0
15399,40189.0,40338.0,on_link,upward-Panchsheel Park-upward-Hauz Khas,1800,-1.0
15399,40338.0,40368.0,stop,upward-Hauz Khas,1800,13.0
15400,38500.0,38520.0,stop,upward-Botanical Garden,1800,0.0
15400,38520.0,38732.0,on_link,upward-Botanical Garden-upward-Okhla Bird Sanctuary,1800,-1.0
15400,38732.0,38752.0,stop,upward-Okhla Bird Sanctuary,1800,1.0
15400,38752.0,38907.0,on_link,upward-Okhla Bird Sanctuary-upward-Kalindi Kunj,1800,-1.0
15400,38907.0,38927.0,stop,upward-Kalindi Kunj,1800,2.0
15400,38927.0,39119.0,on_link,upward-Kalindi Kunj-upward-Jasola Vihar Shaheen Bagh,1800,-1.0
15400,39119.0,39139.0,stop,upward-Jasola Vihar Shaheen Bagh,1800,3.0
15400,39139.0,39320.0,on_link,upward-Jasola Vihar Shaheen Bagh-upward-Okhla Vihar,1800,-1.0
15400,39320.0,39340.0,stop,upward-Okhla Vihar,1800,4.0
15400,39340.0,39487.0,on_link,upward-Okhla Vihar-upward-Jamia Millia Islamia,1800,-1.0
15400,39487.0,39507.0,stop,upward-Jamia Millia Islamia,1800,5.0
15400,39507.0,39660.0,on_link,upward-Jamia Millia Islamia-upward-Sukhdev Vihar,1800,-1.0
15400,39660.0,39680.0,stop,upward-Sukhdev Vihar,1800,6.0
15400,39680.0,39818.0,on_link,upward-Sukhdev Vihar-upward-Okhla NSIC,1800,-1.0
15400,39818.0,39838.0,stop,upward-Okhla NSIC,1800,7.0
15400,39838.0,39955.0,on_link,upward-Okhla NSIC-upward-Kalkaji Mandir,1800,-1.0
15400,39955.0,39975.0,stop,upward-Kalkaji Mandir,1800,8.0
15400,39975.0,40071.0,on_link,upward-Kalkaji Mandir-upward-Nehru Enclave,1800,-1.0
