,traveler_id,origin_nid,destin_nid,departure_time,trip_distance,traveler_status,update_time,association,next_station_id,init_boarding_time,final_alighting_time,aboard_tmp,remain_cap,order,train_location_id,deal_time,time_sim,time_card,time_diff
1084,52904,37,31,35679,1853.09375,3,35820,541125,1,35820.0,10000000.0,False,0,10000000.0,541125,37346,0.03916666666666657,0.463055555555556,0.4238888888888894
1085,52922,37,29,29447,1088.0,4,30160,16,-111,29560.0,30160.0,False,0,10000000.0,-1,29942,0.19805555555555543,0.1374999999999993,-0.06055555555555614
1086,52929,41,38,37318,1436.1875,3,37540,191128,4,37540.0,10000000.0,False,0,10000000.0,191128,38618,0.06166666666666565,0.3611111111111107,0.29944444444444507
1087,52934,37,29,29328,1088.0,4,30160,16,-111,29540.0,30160.0,False,0,10000000.0,-1,29947,0.2311111111111117,0.1719444444444438,-0.05916666666666792
1088,52938,37,41,37187,1546.0,4,38560,18,-111,37460.0,38560.0,False,0,10000000.0,-1,38633,0.381388888888889,0.4016666666666673,0.020277777777778283
1089,52942,30,38,37921,1270.1875,4,39060,4,-111,38260.0,39060.0,False,0,10000000.0,-1,38944,0.3163888888888877,0.2841666666666658,-0.03222222222222193
1090,52944,30,38,38228,1270.1875,4,39420,4,-111,38620.0,39420.0,False,0,10000000.0,-1,39343,0.3311111111111096,0.3097222222222218,-0.02138888888888779
1091,52945,32,38,27130,844.03125,4,27720,4,-111,27380.0,27720.0,False,0,10000000.0,-1,27614,0.16388888888888875,0.13444444444444414,-0.029444444444444606
1092,52946,40,38,38103,1633.1875,4,39420,4,-111,38240.0,39420.0,False,0,10000000.0,-1,39363,0.3658333333333328,0.34999999999999964,-0.015833333333333144
1093,52947,41,32,27984,1192.15625,4,28980,3,-111,28260.0,28980.0,False,0,10000000.0,-1,28925,0.2766666666666673,0.261388888888888,-0.015277777777779278
1094,52948,41,38,26624,1436.1875,4,27880,4,-111,26900.0,27880.0,False,0,10000000.0,-1,27767,0.34888888888888925,0.3175000000000008,-0.031388888888888467
1095,52949,35,36,29945,1269.15625,4,32260,26,-111,31460.0,32260.0,False,0,10000000.0,-1,31253,0.6430555555555539,0.3633333333333333,-0.27972222222222065
1096,52951,40,38,27142,1633.1875,4,28480,4,-111,27300.0,28480.0,False,0,10000000.0,-1,28394,0.37166666666666703,0.34777777777777796,-0.02388888888888907
1097,52954,40,38,37743,1633.1875,4,39060,4,-111,37880.0,39060.0,False,0,10000000.0,-1,39603,0.3658333333333328,0.5166666666666657,0.15083333333333293
1098,52955,29,32,28033,1650.15625,4,29440,3,-111,28240.0,29440.0,False,0,10000000.0,-1,29377,0.39083333333333314,0.3733333333333331,-0.01750000000000007
1099,52956,41,32,33479,1192.15625,4,34420,3,-111,33700.0,34420.0,False,0,10000000.0,-1,34239,0.2613888888888898,0.21111111111111214,-0.050277777777777644
1100,52957,40,41,30426,797.0,4,30920,18,-111,30620.0,30920.0,False,0,10000000.0,-1,30841,0.13722222222222236,0.11527777777777892,-0.021944444444443434
1101,52960,29,38,26531,1894.1875,4,28320,4,-111,26880.0,28320.0,False,0,10000000.0,-1,28252,0.49694444444444397,0.4780555555555557,-0.01888888888888829
1102,52961,29,31,28376,1365.09375,4,29600,1,-111,28700.0,29600.0,False,0,10000000.0,-1,29499,0.33999999999999897,0.31194444444444347,-0.0280555555555555
1103,52962,29,38,38375,1894.1875,4,40160,4,-111,38720.0,40160.0,False,0,10000000.0,-1,40035,0.49583333333333357,0.46111111111111214,-0.03472222222222143
1104,52963,31,36,30184,1424.1875,4,31660,26,-111,30700.0,31660.0,False,0,10000000.0,-1,31346,0.41000000000000014,0.3227777777777785,-0.08722222222222165
1105,52965,40,32,37952,1389.15625,4,39180,3,-111,38240.0,39180.0,False,0,10000000.0,-1,39082,0.34111111111111114,0.31388888888889,-0.02722222222222115
1106,52970,41,31,36882,907.09375,4,37420,1,-111,37000.0,37420.0,False,0,10000000.0,-1,37349,0.1494444444444447,0.12972222222222385,-0.019722222222220864
1107,52971,29,31,36268,1365.09375,4,37420,1,-111,36520.0,37420.0,False,0,10000000.0,-1,37339,0.3200000000000003,0.2975000000000012,-0.022499999999999076
1108,52983,33,30,26933,1585.0,4,28240,0,-111,27120.0,28240.0,False,0,10000000.0,-1,27986,0.36305555555555546,0.2925000000000004,-0.07055555555555504
1109,52996,41,38,37243,1436.1875,4,38340,4,-111,37360.0,38340.0,False,0,10000000.0,-1,38614,0.3047222222222228,0.38083333333333336,0.07611111111111057
1110,53004,32,38,38341,844.03125,4,39060,4,-111,38720.0,39060.0,False,0,10000000.0,-1,38943,0.19972222222222236,0.1672222222222235,-0.03249999999999886
1111,53005,31,38,37662,1129.09375,4,38700,4,-111,38060.0,38700.0,False,0,10000000.0,-1,38556,0.288333333333334,0.24833333333333485,-0.03999999999999915
1112,53014,41,38,37673,1436.1875,4,39060,4,-111,38080.0,39060.0,False,0,10000000.0,-1,38930,0.3852777777777767,0.3491666666666653,-0.03611111111111143
1113,53015,31,38,37815,1129.09375,4,38700,4,-111,38060.0,38700.0,False,0,10000000.0,-1,38594,0.24583333333333357,0.21638888888888985,-0.029444444444443718
1114,53018,31,38,37689,1129.09375,4,38700,4,-111,38060.0,38700.0,False,0,10000000.0,-1,38565,0.2808333333333337,0.24333333333333407,-0.037499999999999645
1115,53019,30,38,27088,1270.1875,4,28020,4,-111,27220.0,28020.0,False,0,10000000.0,-1,27950,0.2588888888888885,0.23944444444444457,-0.01944444444444393
1116,53020,32,36,30273,1139.125,4,33780,26,-111,33120.0,33780.0,False,0,10000000.0,-1,31285,0.9741666666666671,0.2811111111111124,-0.6930555555555546
1117,53021,40,38,26959,1633.1875,4,28320,4,-111,27160.0,28320.0,False,0,10000000.0,-1,28257,0.37805555555555515,0.36055555555555596,-0.017499999999999183
1118,53022,30,38,38684,1270.1875,4,39800,4,-111,39000.0,39800.0,False,0,10000000.0,-1,39702,0.3100000000000005,0.28277777777777935,-0.02722222222222115
1119,53023,37,38,25720,2382.1875,4,27880,4,-111,25920.0,27880.0,False,0,10000000.0,-1,27765,0.5999999999999996,0.5680555555555555,-0.03194444444444411
1120,53024,29,32,29694,1650.15625,4,31260,3,-111,30060.0,31260.0,False,0,10000000.0,-1,30859,0.4350000000000005,0.32361111111111107,-0.11138888888888943
1121,53025,35,38,39233,974.0625,4,40160,4,-111,39680.0,40160.0,False,0,10000000.0,-1,39716,0.2575000000000003,0.1341666666666672,-0.12333333333333307
1122,53026,29,38,37702,1894.1875,4,39420,4,-111,37980.0,39420.0,False,0,10000000.0,-1,39287,0.4772222222222222,0.4402777777777782,-0.036944444444444
1123,53027,37,38,25975,2382.1875,4,28020,4,-111,26080.0,28020.0,False,0,10000000.0,-1,27948,0.5680555555555555,0.548055555555556,-0.019999999999999574
1124,53029,41,32,30013,1192.15625,4,30940,3,-111,30220.0,30940.0,False,0,10000000.0,-1,30841,0.2575000000000003,0.23000000000000043,-0.027499999999999858
1125,53030,41,32,27910,1192.15625,4,28980,3,-111,28260.0,28980.0,False,0,10000000.0,-1,28914,0.2972222222222225,0.2788888888888881,-0.018333333333334423
1126,53031,41,38,35576,1436.1875,3,35720,381121,4,35720.0,10000000.0,False,0,10000000.0,381121,36787,0.040000000000000924,0.33638888888888907,0.29638888888888815
1127,53033,30,36,29445,1565.28125,4,30760,26,-111,29640.0,30760.0,False,0,10000000.0,-1,31277,0.36527777777777715,0.5088888888888885,0.14361111111111136
1128,53034,33,38,37857,2255.1875,4,39800,4,-111,37980.0,39800.0,False,0,10000000.0,-1,40105,0.5397222222222222,0.6244444444444444,0.08472222222222214
1129,53035,40,39,33199,1766.25,4,34660,5,-111,33340.0,34660.0,False,0,10000000.0,-1,34616,0.4058333333333337,0.39361111111111136,-0.012222222222222356
1130,53036,37,32,33041,2138.15625,4,34880,3,-111,33160.0,34880.0,False,0,10000000.0,-1,34788,0.5108333333333324,0.48527777777777814,-0.02555555555555422
1131,53043,41,38,38599,1436.1875,4,39800,4,-111,38820.0,39800.0,False,0,10000000.0,-1,39669,0.33361111111111086,0.2972222222222225,-0.03638888888888836
1132,53044,41,38,38938,1436.1875,4,40160,4,-111,39180.0,40160.0,False,0,10000000.0,-1,40026,0.3394444444444442,0.3022222222222233,-0.037222222222220935
1133,53050,37,30,27055,1712.0,4,28540,0,-111,27280.0,28540.0,False,0,10000000.0,-1,28626,0.41250000000000053,0.4363888888888896,0.02388888888888907
1134,53073,31,38,37889,1129.09375,4,38700,4,-111,38060.0,38700.0,False,0,10000000.0,-1,38610,0.22527777777777835,0.200277777777778,-0.025000000000000355
1135,53080,31,35,37312,755.03125,4,37940,2,-111,37680.0,37940.0,False,0,10000000.0,-1,37839,0.17444444444444507,0.14638888888888957,-0.0280555555555555
1136,53086,33,38,36908,2255.1875,4,39060,4,-111,37240.0,39060.0,False,0,10000000.0,-1,38949,0.5977777777777771,0.5669444444444434,-0.030833333333333712
1137,53100,40,38,37273,1633.1875,4,38700,4,-111,37520.0,38700.0,False,0,10000000.0,-1,38586,0.39638888888888957,0.3647222222222233,-0.03166666666666629
1138,53105,31,38,37658,1129.09375,4,38700,4,-111,38060.0,38700.0,False,0,10000000.0,-1,38580,0.2894444444444453,0.25611111111111207,-0.033333333333333215
1139,53108,41,32,29809,1192.15625,4,30800,3,-111,30080.0,30800.0,False,0,10000000.0,-1,30727,0.2752777777777773,0.254999999999999,-0.020277777777778283
1140,53109,41,38,26729,1436.1875,4,27880,4,-111,26900.0,27880.0,False,0,10000000.0,-1,27768,0.31972222222222246,0.28861111111111093,-0.031111111111111533
1141,53110,29,32,30101,1650.15625,4,31400,3,-111,30220.0,31400.0,False,0,10000000.0,-1,31385,0.360833333333332,0.3566666666666656,-0.00416666666666643
1142,53111,33,32,27301,2011.15625,4,28980,3,-111,27420.0,28980.0,False,0,10000000.0,-1,28921,0.46638888888888985,0.45000000000000107,-0.016388888888888786
1143,53112,29,36,28989,2189.28125,4,30900,26,-111,29160.0,30900.0,False,0,10000000.0,-1,30966,0.5308333333333337,0.5491666666666664,0.018333333333332646
1144,53113,30,38,26636,1270.1875,4,27580,4,-111,26780.0,27580.0,False,0,10000000.0,-1,27609,0.26222222222222236,0.2702777777777774,0.008055555555555038
1145,53114,41,38,38210,1436.1875,4,39420,4,-111,38460.0,39420.0,False,0,10000000.0,-1,39432,0.33611111111111036,0.3394444444444442,0.0033333333333338544
1146,53115,29,38,26622,1894.1875,4,28320,4,-111,26880.0,28320.0,False,0,10000000.0,-1,28227,0.4716666666666667,0.44583333333333375,-0.02583333333333293
1147,53116,37,32,28637,2138.15625,4,30500,3,-111,28780.0,30500.0,False,0,10000000.0,-1,30906,0.5174999999999992,0.6302777777777786,0.11277777777777942
1148,53118,40,36,29327,1928.28125,4,30900,26,-111,29440.0,30900.0,False,0,10000000.0,-1,31127,0.43694444444444436,0.5,0.06305555555555564
1149,53120,29,38,26755,1894.1875,4,28320,4,-111,26880.0,28320.0,False,0,10000000.0,-1,28296,0.4347222222222218,0.42805555555555586,-0.0066666666666659324
1150,53121,31,36,29792,1424.1875,4,31200,26,-111,30260.0,31200.0,False,0,10000000.0,-1,31251,0.3911111111111101,0.40527777777777807,0.014166666666667993
1151,53126,40,39,33269,1766.25,4,34820,5,-111,33500.0,34820.0,False,0,10000000.0,-1,34718,0.43083333333333407,0.40249999999999986,-0.02833333333333421
1152,53128,37,29,24748,1088.0,4,25620,16,-111,25020.0,25620.0,False,0,10000000.0,-1,25422,0.2422222222222219,0.18722222222222218,-0.054999999999999716
1153,53134,41,32,30091,1192.15625,4,30940,3,-111,30220.0,30940.0,False,0,10000000.0,-1,30847,0.23583333333333378,0.20999999999999908,-0.025833333333334707
1154,53135,40,38,26810,1633.1875,4,28320,4,-111,27160.0,28320.0,False,0,10000000.0,-1,28254,0.4194444444444443,0.40111111111111164,-0.018333333333332646
1155,53149,41,31,36744,907.09375,4,37420,1,-111,37000.0,37420.0,False,0,10000000.0,-1,37361,0.18777777777777693,0.17138888888888815,-0.016388888888888786
1156,53169,29,38,36888,1894.1875,3,37080,191128,4,37080.0,10000000.0,False,0,10000000.0,191128,38652,0.053333333333334565,0.4900000000000002,0.43666666666666565
1157,53183,29,38,36859,1894.1875,3,37080,191128,4,37080.0,10000000.0,False,0,10000000.0,191128,38653,0.061388888888888715,0.4983333333333331,0.43694444444444436
1158,53189,29,38,37088,1894.1875,4,38700,4,-111,37260.0,38700.0,False,0,10000000.0,-1,38588,0.4477777777777785,0.41666666666666785,-0.031111111111110645
1159,53193,41,35,37158,1062.125,4,37940,2,-111,37360.0,37940.0,False,0,10000000.0,-1,37881,0.21722222222222243,0.20083333333333364,-0.016388888888888786
1160,53203,41,38,26890,1436.1875,4,28020,4,-111,27060.0,28020.0,False,0,10000000.0,-1,27928,0.3138888888888891,0.288333333333334,-0.02555555555555511
1161,53204,33,31,27550,1726.09375,4,29140,1,-111,27880.0,29140.0,False,0,10000000.0,-1,29108,0.4416666666666673,0.43277777777777704,-0.008888888888890278
1162,53205,29,32,29677,1650.15625,4,31260,3,-111,30060.0,31260.0,False,0,10000000.0,-1,30859,0.43972222222222257,0.32833333333333314,-0.11138888888888943
1163,53206,37,38,34993,2382.1875,4,37240,4,-111,35280.0,37240.0,False,0,10000000.0,-1,39375,0.6241666666666674,1.2172222222222224,0.593055555555555
1164,53209,38,39,34736,733.0625,4,35120,5,-111,34880.0,35120.0,False,0,10000000.0,-1,35043,0.10666666666666735,0.08527777777777779,-0.021388888888889568
1165,53212,33,41,29825,1419.0,4,30920,18,-111,29980.0,30920.0,False,0,10000000.0,-1,30814,0.30416666666666714,0.2747222222222234,-0.029444444444443718
1166,53213,40,39,33443,1766.25,4,34960,5,-111,33640.0,34960.0,False,0,10000000.0,-1,34867,0.42138888888888815,0.3955555555555552,-0.02583333333333293
1167,53215,37,32,32572,2138.15625,4,34420,3,-111,32720.0,34420.0,False,0,10000000.0,-1,34326,0.5133333333333336,0.487222222222222,-0.02611111111111164
1168,53216,41,32,34116,1192.15625,4,35020,3,-111,34300.0,35020.0,False,0,10000000.0,-1,34768,0.2511111111111113,0.181111111111111,-0.07000000000000028
1169,53217,41,32,33935,1192.15625,4,34880,3,-111,34140.0,34880.0,False,0,10000000.0,-1,34615,0.2624999999999993,0.18888888888888822,-0.07361111111111107
1170,53219,29,31,28195,1365.09375,4,29300,1,-111,28400.0,29300.0,False,0,10000000.0,-1,29118,0.30694444444444446,0.2563888888888881,-0.05055555555555635
1171,53220,37,38,25891,2382.1875,4,28020,4,-111,26080.0,28020.0,False,0,10000000.0,-1,27938,0.591388888888889,0.5686111111111112,-0.022777777777777786
1172,53224,31,38,38884,1129.09375,4,39800,4,-111,39140.0,39800.0,False,0,10000000.0,-1,39712,0.25444444444444336,0.22999999999999865,-0.024444444444444713
1173,53225,41,36,29273,1731.28125,4,30900,26,-111,29620.0,30900.0,False,0,10000000.0,-1,30987,0.4519444444444449,0.47611111111111093,0.024166666666666003
1174,53236,29,30,26971,1224.0,4,28080,0,-111,27340.0,28080.0,False,0,10000000.0,-1,28120,0.30805555555555575,0.3191666666666668,0.011111111111111072
1175,53239,35,38,37876,974.0625,4,38700,4,-111,38220.0,38700.0,False,0,10000000.0,-1,38605,0.22888888888888914,0.20250000000000057,-0.026388888888888573
1176,53243,29,38,35973,1894.1875,4,37600,4,-111,36160.0,37600.0,False,0,10000000.0,-1,38922,0.4519444444444449,0.8191666666666677,0.3672222222222228
1177,53251,31,38,37631,1129.09375,4,38700,4,-111,38060.0,38700.0,False,0,10000000.0,-1,38575,0.2969444444444438,0.26222222222222236,-0.03472222222222143
1178,53252,41,38,37450,1436.1875,3,37560,191128,4,37560.0,10000000.0,False,0,10000000.0,191128,38583,0.030555555555555003,0.3147222222222208,0.2841666666666658
1179,53271,32,38,38450,844.03125,4,39060,4,-111,38720.0,39060.0,False,0,10000000.0,-1,38940,0.1694444444444443,0.13611111111111107,-0.033333333333333215
1180,53278,29,35,36533,1520.125,4,37940,2,-111,36880.0,37940.0,False,0,10000000.0,-1,37856,0.3908333333333349,0.3675000000000015,-0.023333333333333428
1181,53284,30,38,27415,1270.1875,4,28480,4,-111,27680.0,28480.0,False,0,10000000.0,-1,28221,0.2958333333333334,0.22388888888888836,-0.07194444444444503
1182,53285,32,36,29435,1139.125,4,33480,26,-111,32820.0,33480.0,False,0,10000000.0,-1,30760,1.1236111111111118,0.36805555555555536,-0.7555555555555564
1183,53286,30,32,38761,1026.15625,4,39540,3,-111,39000.0,39540.0,False,0,10000000.0,-1,39487,0.21638888888888808,0.20166666666666622,-0.014722222222221859
1184,53287,29,38,26918,1894.1875,4,28480,4,-111,27040.0,28480.0,False,0,10000000.0,-1,28397,0.4338888888888892,0.4108333333333336,-0.023055555555555607
1185,53288,40,38,38885,1633.1875,4,40160,4,-111,39000.0,40160.0,False,0,10000000.0,-1,40052,0.3541666666666661,0.3241666666666667,-0.02999999999999936
1186,53290,41,38,38417,1436.1875,3,38640,581132,4,38640.0,10000000.0,False,0,10000000.0,581132,39709,0.06194444444444436,0.3588888888888899,0.29694444444444557
1187,53291,37,32,27415,2138.15625,4,29440,3,-111,27740.0,29440.0,False,0,10000000.0,-1,29350,0.5624999999999991,0.5375000000000005,-0.02499999999999858
1188,53292,41,38,27386,1436.1875,4,28480,4,-111,27500.0,28480.0,False,0,10000000.0,-1,28409,0.3038888888888893,0.2841666666666667,-0.01972222222222264
1189,53293,40,32,30163,1389.15625,4,31260,3,-111,30320.0,31260.0,False,0,10000000.0,-1,31151,0.3047222222222228,0.2744444444444447,-0.03027777777777807
1190,53294,31,38,38300,1129.09375,4,39060,4,-111,38420.0,39060.0,False,0,10000000.0,-1,39334,0.21111111111111036,0.2872222222222227,0.07611111111111235
1191,53295,40,32,29600,1389.15625,4,30800,3,-111,29860.0,30800.0,False,0,10000000.0,-1,30740,0.3333333333333339,0.3166666666666682,-0.01666666666666572
1192,53298,31,38,26902,1129.09375,4,27720,4,-111,27080.0,27720.0,False,0,10000000.0,-1,27636,0.22722222222222221,0.2038888888888888,-0.023333333333333428
1193,53299,29,38,37711,1894.1875,4,39420,4,-111,37980.0,39420.0,False,0,10000000.0,-1,39302,0.47472222222222094,0.44194444444444336,-0.03277777777777757
1194,53303,29,38,35987,1894.1875,4,37600,4,-111,36160.0,37600.0,False,0,10000000.0,-1,37489,0.44805555555555543,0.4172222222222217,-0.030833333333333712
1195,53307,29,31,27681,1365.09375,4,28700,1,-111,27800.0,28700.0,False,0,10000000.0,-1,28783,0.2830555555555554,0.306111111111111,0.023055555555555607
1196,53308,35,38,27671,974.0625,4,28640,4,-111,28140.0,28640.0,False,0,10000000.0,-1,28212,0.269166666666667,0.15027777777777818,-0.11888888888888882
1197,53309,30,32,29948,1026.15625,4,30640,3,-111,30100.0,30640.0,False,0,10000000.0,-1,30640,0.19222222222222207,0.19222222222222207,0.0
1198,53310,41,38,38260,1436.1875,4,39420,4,-111,38460.0,39420.0,False,0,10000000.0,-1,39330,0.3222222222222211,0.2972222222222225,-0.02499999999999858
1199,53311,40,31,28876,1104.09375,4,29600,1,-111,28980.0,29600.0,False,0,10000000.0,-1,29510,0.20111111111111057,0.176111111111112,-0.02499999999999858
1200,53312,30,32,30411,1026.15625,4,31100,3,-111,30540.0,31100.0,False,0,10000000.0,-1,31040,0.1913888888888895,0.174722222222222,-0.016666666666667496
1201,53314,40,31,36133,1104.09375,4,37060,1,-111,36420.0,37060.0,False,0,10000000.0,-1,36952,0.2575000000000003,0.22750000000000092,-0.02999999999999936
1202,53322,30,31,36936,741.09375,4,37420,1,-111,37160.0,37420.0,False,0,10000000.0,-1,37319,0.13444444444444414,0.10638888888888864,-0.0280555555555555
1203,53327,30,31,36389,741.09375,4,37060,1,-111,36800.0,37060.0,False,0,10000000.0,-1,37065,0.18638888888888872,0.18777777777777693,0.0013888888888882178
1204,53335,41,31,36349,907.09375,4,37060,1,-111,36620.0,37060.0,False,0,10000000.0,-1,36985,0.1974999999999998,0.17666666666666586,-0.020833333333333925
1205,53341,33,29,29793,961.0,4,30460,16,-111,29980.0,30460.0,False,0,10000000.0,-1,30149,0.18527777777777743,0.09888888888889014,-0.0863888888888873
1206,53342,32,38,38109,844.03125,4,38700,4,-111,38340.0,38700.0,False,0,10000000.0,-1,38569,0.16416666666666657,0.1277777777777782,-0.03638888888888836
1207,53352,30,38,37755,1270.1875,4,38700,4,-111,37900.0,38700.0,False,0,10000000.0,-1,38598,0.2624999999999993,0.23416666666666508,-0.02833333333333421
1208,53354,29,38,36884,1894.1875,3,37080,191128,4,37080.0,10000000.0,False,0,10000000.0,191128,38695,0.05444444444444585,0.5030555555555569,0.44861111111111107
1209,53355,30,38,37574,1270.1875,4,38700,4,-111,37900.0,38700.0,False,0,10000000.0,-1,38607,0.31277777777777693,0.286944444444444,-0.02583333333333293
1210,53361,41,35,37660,1062.125,4,38680,2,-111,38080.0,38680.0,False,0,10000000.0,-1,38196,0.2833333333333332,0.14888888888888907,-0.13444444444444414
1211,53365,31,38,38025,1129.09375,4,39060,4,-111,38420.0,39060.0,False,0,10000000.0,-1,38939,0.28749999999999964,0.2538888888888895,-0.03361111111111015
1212,53366,41,38,37291,1436.1875,3,37540,191128,4,37540.0,10000000.0,False,0,10000000.0,191128,38586,0.06916666666666593,0.3597222222222225,0.29055555555555657
1213,53371,30,38,37662,1270.1875,4,38700,4,-111,37900.0,38700.0,False,0,10000000.0,-1,38594,0.288333333333334,0.2588888888888903,-0.029444444444443718
1214,53374,41,36,29388,1731.28125,4,31060,26,-111,29760.0,31060.0,False,0,10000000.0,-1,30992,0.4644444444444442,0.44555555555555415,-0.018888888888890065
1215,53375,30,38,38840,1270.1875,4,39800,4,-111,39000.0,39800.0,False,0,10000000.0,-1,39690,0.2666666666666657,0.23611111111111072,-0.030555555555555003
1216,53376,32,38,39104,844.03125,4,39800,4,-111,39440.0,39800.0,False,0,10000000.0,-1,39697,0.19333333333333336,0.16472222222222221,-0.028611111111111143
1217,53377,40,32,29473,1389.15625,4,30500,3,-111,29580.0,30500.0,False,0,10000000.0,-1,30724,0.2852777777777771,0.34750000000000014,0.06222222222222307
1218,53378,33,38,25840,2255.1875,4,27880,4,-111,26060.0,27880.0,False,0,10000000.0,-1,27778,0.5666666666666664,0.5383333333333331,-0.02833333333333332
1219,53379,32,38,39593,844.03125,4,40160,4,-111,39800.0,40160.0,False,0,10000000.0,-1,40027,0.15749999999999886,0.12055555555555486,-0.036944444444444
1220,53380,37,38,25623,2382.1875,4,27880,4,-111,25920.0,27880.0,False,0,10000000.0,-1,27771,0.6269444444444447,0.5966666666666667,-0.03027777777777807
1221,53381,31,38,27097,1129.09375,4,28020,4,-111,27380.0,28020.0,False,0,10000000.0,-1,27750,0.256388888888889,0.18138888888888882,-0.07500000000000018
1222,53382,41,32,33626,1192.15625,4,34580,3,-111,33840.0,34580.0,False,0,10000000.0,-1,34315,0.26500000000000057,0.1913888888888895,-0.07361111111111107
1223,53385,41,32,33469,1192.15625,4,34420,3,-111,33700.0,34420.0,False,0,10000000.0,-1,34189,0.264166666666668,0.20000000000000107,-0.06416666666666693
1224,53387,39,36,30289,762.03125,4,35440,26,-111,35160.0,35440.0,False,0,10000000.0,-1,31004,1.430833333333334,0.19861111111111107,-1.232222222222223
1225,53388,40,36,29458,1928.28125,4,31060,26,-111,29560.0,31060.0,False,0,10000000.0,-1,31094,0.4450000000000003,0.45444444444444443,0.009444444444444144
1226,53389,41,39,33694,1569.25,4,34960,5,-111,33840.0,34960.0,False,0,10000000.0,-1,34851,0.35166666666666657,0.3213888888888903,-0.030277777777776294
1227,53390,31,39,33538,1262.15625,4,34520,5,-111,33720.0,34520.0,False,0,10000000.0,-1,34241,0.2727777777777778,0.19527777777777722,-0.07750000000000057
1228,53395,37,41,29895,1546.0,4,31080,18,-111,30000.0,31080.0,False,0,10000000.0,-1,30949,0.3291666666666657,0.29277777777777736,-0.03638888888888836
1229,53398,40,32,30291,1389.15625,4,31400,3,-111,30480.0,31400.0,False,0,10000000.0,-1,31322,0.30805555555555486,0.28638888888888836,-0.0216666666666665
1230,53399,29,32,29895,1650.15625,4,31260,3,-111,30060.0,31260.0,False,0,10000000.0,-1,31214,0.37916666666666643,0.36638888888888843,-0.012777777777777999
1231,53400,37,38,26117,2382.1875,4,28320,4,-111,26380.0,28320.0,False,0,10000000.0,-1,28253,0.6119444444444442,0.5933333333333337,-0.018611111111110468
1232,53403,30,38,38374,1270.1875,4,39420,4,-111,38620.0,39420.0,False,0,10000000.0,-1,39321,0.2905555555555548,0.26305555555555493,-0.027499999999999858
1233,53404,41,38,26839,1436.1875,4,28020,4,-111,27060.0,28020.0,False,0,10000000.0,-1,27920,0.3280555555555553,0.30027777777777764,-0.02777777777777768
1234,53405,41,36,29535,1731.28125,4,31060,26,-111,29760.0,31060.0,False,0,10000000.0,-1,31134,0.4236111111111107,0.44416666666666593,0.020555555555555216
1235,53412,37,29,25827,1088.0,4,26540,16,-111,25940.0,26540.0,False,0,10000000.0,-1,26336,0.19805555555555543,0.1413888888888888,-0.05666666666666664
1236,53424,37,29,28902,1088.0,4,29700,16,-111,29100.0,29700.0,False,0,10000000.0,-1,29509,0.2216666666666658,0.16861111111110993,-0.053055555555555856
1237,53444,30,38,38041,1270.1875,4,39060,4,-111,38260.0,39060.0,False,0,10000000.0,-1,38989,0.2830555555555545,0.26333333333333186,-0.01972222222222264
1238,53445,30,38,37852,1270.1875,4,39060,4,-111,38260.0,39060.0,False,0,10000000.0,-1,38950,0.3355555555555547,0.3049999999999997,-0.030555555555555003
1239,53450,30,38,37604,1270.1875,4,38700,4,-111,37900.0,38700.0,False,0,10000000.0,-1,38607,0.3044444444444441,0.27861111111111114,-0.02583333333333293
1240,53461,41,35,36684,1062.125,3,36820,541125,2,36820.0,10000000.0,False,0,10000000.0,541125,37506,0.037777777777778354,0.2283333333333335,0.19055555555555515
1241,53471,40,38,26540,1633.1875,4,27880,4,-111,26700.0,27880.0,False,0,10000000.0,-1,27758,0.3722222222222227,0.3383333333333338,-0.03388888888888886
1242,53473,40,32,29975,1389.15625,4,31260,3,-111,30320.0,31260.0,False,0,10000000.0,-1,31174,0.3569444444444443,0.3330555555555552,-0.02388888888888907
1243,53474,40,36,29357,1928.28125,4,31060,26,-111,29560.0,31060.0,False,0,10000000.0,-1,31143,0.4730555555555558,0.4961111111111105,0.02305555555555472
1244,53475,31,32,38706,885.0625,4,39540,3,-111,39140.0,39540.0,False,0,10000000.0,-1,39463,0.23166666666666558,0.21027777777777779,-0.02138888888888779
1245,53476,35,32,30566,730.03125,4,31860,3,-111,31620.0,31860.0,False,0,10000000.0,-1,30984,0.3594444444444438,0.1161111111111115,-0.2433333333333323
1246,53477,41,38,38599,1436.1875,4,39800,4,-111,38820.0,39800.0,False,0,10000000.0,-1,39686,0.33361111111111086,0.30194444444444457,-0.03166666666666629
1247,53478,30,32,30737,1026.15625,4,31400,3,-111,30860.0,31400.0,False,0,10000000.0,-1,31335,0.18416666666666615,0.1661111111111122,-0.018055555555553937
1248,53479,35,38,27708,974.0625,4,28640,4,-111,28140.0,28640.0,False,0,10000000.0,-1,28208,0.2588888888888894,0.13888888888888928,-0.1200000000000001
1249,53480,29,32,29425,1650.15625,4,30800,3,-111,29600.0,30800.0,False,0,10000000.0,-1,30716,0.38194444444444464,0.3586111111111112,-0.023333333333333428
1250,53481,40,32,27950,1389.15625,4,28980,3,-111,28060.0,28980.0,False,0,10000000.0,-1,29376,0.2861111111111114,0.39611111111111086,0.10999999999999943
1251,53486,40,36,28991,1928.28125,4,30600,26,-111,29120.0,30600.0,False,0,10000000.0,-1,30973,0.44694444444444414,0.5505555555555546,0.10361111111111043
